Mirko Boland,Eintracht Braunschweig,0.47535833333333327
Miso Brecko,1. FC Köln,0.5700269230769229
Mitchell Langerak,VfB Stuttgart,0.5998307692307688
Mitchell Weiser,Hertha BSC Berlin,0.483252
Mohamed Gouaida,Hamburger SV,0.387554545454545
Mohammed Abdellaoue,VfB Stuttgart,0.695809090909091
Moritz Hartmann,FC Ingolstadt 04,0.46055999999999997
Moritz Leitner,Borussia Dortmund,0.75885
Moritz Stoppelkamp,SC Paderborn 07,0.5656611111111112
Nabil Bahoui,Hamburger SV,0.5230125000000001
Nadiem Amiri,TSG 1899 Hoffenheim,0.31509705882352945
Naldo,VfL Wolfsburg,0.6608428571428571
Nelson Haedo Valdez,Eintracht Frankfurt,0.81105
Neven Subotic,Borussia Dortmund,0.8372461538461538
Nicklas Bendtner,VfL Wolfsburg,0.8116611111111112
Nico Elvedi,Borussia Mönchengladbach,0.2790277777777781
Nico Schulz,Hertha BSC Berlin,0.57096875
Nicolai Mueller,Hamburger SV,0.7658958333333333
Nicolas Hoefler,SC Freiburg,0.5484533333333333
Niki Zimling,1. FSV Mainz 05,0.6269533333333334
Niklas Stark,Hertha BSC Berlin,0.4300692307692305
Niklas Suele,TSG 1899 Hoffenheim,0.4961249999999997
Niko Bungert,1. FSV Mainz 05,0.6957187499999999
Nikola Djurdjic,FC Augsburg,0.5048142857142854
Nikolce Noveski,1. FSV Mainz 05,0.8054454545454548
Nils Petersen,SC Freiburg,0.7018763157894738
Noah-Joel Sarenren-Bazee,Hannover 96,0.4820666666666667
Norman Theuerkauf,Eintracht Braunschweig,0.507355
Nuri Sahin,Borussia Dortmund,0.8408227272727272
Odisseas Vlachodimos,VfB Stuttgart,0.475175
Oerjan Haaskjold Nyland,FC Ingolstadt 04,0.54028
Oezkan Yildirim,SV Werder Bremen,0.5412346153846156
Ola John,Hamburger SV,0.7063880952380948
Oliver Baumann,TSG 1899 Hoffenheim,0.8288
Oliver Kirch,Borussia Dortmund,0.5144562500000001
Oliver Sorg,Hannover 96,0.5408236842105262
Omar Elabdellaoui,Eintracht Braunschweig,0.43369166666666664
Omer Toprak,Bayer 04 Leverkusen,0.83283
Ondrej Petrak,1. FC Nürnberg,0.54735
Orhan Ademi,Eintracht Braunschweig,0.542125
Oriol Romeu,VfB Stuttgart,0.6074818181818181
Oscar Wendt,Borussia Mönchengladbach,0.72615625
Ouasim Bouy,Hamburger SV,0.38552
Pablo De Blasis,1. FSV Mainz 05,0.7826266666666667
Papy Djilobodji,SV Werder Bremen,0.7614230769230772
Pascal Gross,FC Ingolstadt 04,0.5967176470588231
Patrick Herrmann,Borussia Mönchengladbach,0.6880458333333334
Patrick Ochs,VfL Wolfsburg,0.8007250000000001
Patrick Rakovsky,1. FC Nürnberg,0.40926666666666633
Patrick Ziegler,SC Paderborn 07,0.4429249999999999
Paul Seguin,VfL Wolfsburg,0.3774142857142861
Paul Verhaegh,FC Augsburg,0.7017555555555556
Pavel Kaderabek,TSG 1899 Hoffenheim,0.510261111111111
Pavel Krmas,SC Freiburg,0.5416875
Pawel Olkowski,1. FC Köln,0.5969105263157896
Pepe Reina,FC Bayern Munich,0.7524357142857141
Per Ciljan Skjelbred,Hertha BSC Berlin,0.7097736842105258
Per Nilsson,1. FC Nürnberg,0.5884136363636363
Peter Niemeyer,SV Darmstadt 98,0.5748181818181815
Peter Pekarik,Hertha BSC Berlin,0.7926
Petr Jiracek,Hamburger SV,0.6033999999999996
Philip Heise,VfB Stuttgart,0.3313999999999997
Philipp Bargfrede,SV Werder Bremen,0.7421250000000004
Philipp Hosiner,1. FC Köln,0.7287250000000001
Philipp Lahm,FC Bayern Munich,0.8953300000000001
Philipp Max,FC Augsburg,0.3174208333333333
Philipp Ochs,TSG 1899 Hoffenheim,0.4393833333333333
Philipp Wollscheid,1. FSV Mainz 05,0.7418111111111114
Philipp Zulechner,SC Freiburg,0.539478571428571
Pierre Bengtsson,1. FSV Mainz 05,0.6389142857142854
Pierre-Emerick Aubameyang,Borussia Dortmund,0.69980625
Pierre-Emil Hoejbjerg,FC Schalke 04,0.469583333333333
Pierre-Michel Lasogga,Hamburger SV,0.82870625
Piotr Trochowski,FC Augsburg,0.811357142857143
Pirmin Schwegler,TSG 1899 Hoffenheim,0.7812
Przemyslaw Tyton,VfB Stuttgart,0.7778416666666667
Rafa Lopez,SC Paderborn 07,0.5239000000000004
Rafael van der Vaart,Hamburger SV,0.6512555555555555
Raffael,Borussia Mönchengladbach,0.8330769230769228
Rafinha,FC Bayern Munich,0.7745590909090905
Ragnar Klavan,FC Augsburg,0.58113125
Ralf Faehrmann,FC Schalke 04,0.6412636363636359
Ramazan Oezcan,FC Ingolstadt 04,0.5236458333333334
Rani Khedira,VfB Stuttgart,0.42300000000000004
Raphael Holzhauser,FC Augsburg,0.45526999999999995
Raphael Schaefer,1. FC Nürnberg,0.5005527777777778
